Datetime,Actual,ARIMA,Exponential Smoothing,Gradient Boosting
2008-12-06 22:00:00,0.9304666666666667,1.692343424968819,1.172758071464667,2.4492001427555152
2008-12-06 23:00:00,0.996,1.6200530329041352,0.4917785230349889,1.9443188697662832
2008-12-07 00:00:00,1.5482666666666667,1.5691298628852786,0.09097963225599548,1.2384355659493658
2008-12-07 01:00:00,0.47200000000000003,1.5332583013858048,-0.01766730553279927,0.9692931952464776
2008-12-07 02:00:00,0.3517666666666666,1.5079894714222726,-0.0989736998095726,0.7715661685943537
2008-12-07 03:00:00,0.32206666666666667,1.4901894721739748,-0.1497989372085522,0.7591227391562121
2008-12-07 04:00:00,0.29566666666666663,1.4776507050962484,-0.13348397398533796,0.7735964045115828
2008-12-07 05:00:00,0.6227333333333334,1.4688180822609127,-0.07871228867987257,0.7380244230158163
2008-12-07 06:00:00,0.6408666666666666,1.4625961606263782,0.447487148452051,0.8897870607599305
2008-12-07 07:00:00,0.8421333333333333,1.458213282567619,1.7443349251828533,1.4533712816516664
2008-12-07 08:00:00,1.1662333333333335,1.4551258730490981,1.2728505600881834,1.6800259455461384
2008-12-07 09:00:00,2.0777,1.4529510241467876,1.0620864773632,1.5707944978820403
2008-12-07 10:00:00,1.8204,1.4514190058902179,0.9295309927190861,1.653231698548307
2008-12-07 11:00:00,1.9604333333333335,1.4503398137054322,0.8790302948662284,1.643409228633318
2008-12-07 12:00:00,3.3864666666666663,1.4495796035925905,0.8749665656504151,1.643409228633318
2008-12-07 13:00:00,2.3009666666666666,1.4490440924725008,0.8825054721103943,2.0181869541622754
2008-12-07 14:00:00,2.2722333333333333,1.4486668649732928,0.7117940038968985,1.9047210480696397
2008-12-07 15:00:00,1.7348999999999999,1.4484011364369092,0.5479983944354656,1.743051443166982
2008-12-07 16:00:00,1.7198333333333333,1.4482139505737446,0.4916645770816166,1.6420570298553416
2008-12-07 17:00:00,1.6695,1.4480820921446669,0.9740170433038453,1.6772759704958242
2008-12-07 18:00:00,3.3508,1.44798920775145,1.407327650125484,2.5064288963154913
2008-12-07 19:00:00,3.969066666666667,1.447923777649153,1.6748802476782716,2.7353013983291037
2008-12-07 20:00:00,3.008166666666667,1.4478776870397585,1.9392703596374536,3.5759563146547055
2008-12-07 21:00:00,2.4176,1.4478452196554847,1.7888984457070825,2.828591159876184
2008-12-07 22:00:00,1.5956333333333332,1.447822348813562,1.170818227971533,2.1160347886241158
2008-12-07 23:00:00,1.5669,1.4478062380173906,0.4898386795418549,1.6483605350635013
2008-12-08 00:00:00,1.518,1.4477948891674377,0.08903978876286134,0.7182779197895556
2008-12-08 01:00:00,0.8333333333333334,1.4477868947521473,-0.019607149025933412,0.6805193447619338
2008-12-08 02:00:00,0.47933333333333333,1.4477812632849854,-0.10091354330270663,0.6751165822535211
2008-12-08 03:00:00,0.4391666666666667,1.447777296337905,-0.15173878070168634,0.6751165822535211
2008-12-08 04:00:00,0.4388666666666667,1.4477745019206267,-0.1354238174784721,0.668859549470102
2008-12-08 05:00:00,0.4514666666666667,1.4477725334628262,-0.0806521321730066,0.6395446007577545
2008-12-08 06:00:00,1.5869333333333333,1.4477711468316519,0.44554730495891687,1.0229684524242852
2008-12-08 07:00:00,2.7612333333333337,1.4477701700537837,1.7423950816897191,2.022075220196021
2008-12-08 08:00:00,2.934633333333333,1.447769481986891,1.2709107165950493,1.8921806258816276
2008-12-08 09:00:00,2.3632,1.4477689972952692,1.0601466338700658,1.7751502036398468
2008-12-08 10:00:00,1.4258666666666666,1.4477686558663025,0.927591149225952,1.7539491133977916
2008-12-08 11:00:00,1.3619333333333332,1.4477684153551527,0.8770904513730944,1.6519590696291797
2008-12-08 12:00:00,1.3848333333333334,1.4477682459330508,0.8730267221572809,1.63302054526359
2008-12-08 13:00:00,1.3910333333333333,1.4477681265878617,0.8805656286172602,1.454805387723441
2008-12-08 14:00:00,1.3892666666666666,1.4477680425181094,0.7098541604037645,1.2572999331309644
2008-12-08 15:00:00,1.4105,1.4477679832972619,0.5460585509423315,1.221744284176773
2008-12-08 16:00:00,0.5508333333333334,1.4477679415806077,0.48972473358848245,1.2877881123248194
2008-12-08 17:00:00,0.4008333333333333,1.4477679121943474,0.9720771998107113,1.3490100298381345
2008-12-08 18:00:00,1.1447333333333334,1.4477678914939267,1.40538780663235,1.7937699141020707
2008-12-08 19:00:00,1.5873,1.44776787691203,1.6729404041851375,2.119363971465712
2008-12-08 20:00:00,2.381266666666667,1.447767866640175,1.9373305161443195,2.499446941296537
2008-12-08 21:00:00,1.8972000000000002,1.447767859404422,1.7869586022139483,2.432921565243691
2008-12-08 22:00:00,0.6675666666666668,1.4477678543073758,1.1688783844783988,1.6336903788706985
2008-12-08 23:00:00,0.3446,1.4477678507168883,0.48789883604872075,0.9173699784218732
2008-12-09 00:00:00,0.26233333333333336,1.4477678481876586,0.0870999452697272,0.7623952951075847
2008-12-09 01:00:00,0.2779333333333333,1.4477678464060055,-0.021546992519067554,0.5223316474029163
2008-12-09 02:00:00,0.8315,1.4477678451509643,-0.10285338679584077,0.4711684323960012
2008-12-09 03:00:00,0.5044666666666667,1.4477678442668818,-0.15367862419482048,0.4711684323960012
2008-12-09 04:00:00,0.2969,1.4477678436441117,-0.13736366097160624,0.4711684323960012
2008-12-09 05:00:00,0.6399666666666667,1.4477678432054168,-0.08259197566614074,0.5250145249681321
2008-12-09 06:00:00,0.7666333333333333,1.4477678428963892,0.4436074614657827,1.0488937069434108
2008-12-09 07:00:00,2.2242333333333333,1.4477678426787022,1.740455238196585,2.096942628963329
2008-12-09 08:00:00,2.1999,1.4477678425253582,1.2689708731019151,2.107688777756888
2008-12-09 09:00:00,1.9543333333333335,1.4477678424173388,1.0582067903769317,1.7077355250567148
2008-12-09 10:00:00,2.1385,1.4477678423412472,0.9256513057328178,1.6964916535373438
2008-12-09 11:00:00,1.5100666666666667,1.4477678422876463,0.8751506078799602,1.6273510171683163
2008-12-09 12:00:00,1.3854666666666666,1.4477678422498885,0.8710868786641468,1.6800176428326798
2008-12-09 13:00:00,1.3784666666666667,1.447767842223291,0.878625785124126,1.6334436754870036
2008-12-09 14:00:00,1.3947666666666665,1.447767842204555,0.7079143169106303,1.6334436754870036
2008-12-09 15:00:00,1.438,1.447767842191357,0.5441187074491975,1.2186098257953695
2008-12-09 16:00:00,0.9896333333333334,1.44776784218206,0.4877848900953483,1.0508689844818
2008-12-09 17:00:00,1.1586,1.447767842175511,0.9701373563175771,1.4783220632158072
2008-12-09 18:00:00,2.4043666666666668,1.4477678421708975,1.4034479631392158,1.8553595517555779
2008-12-09 19:00:00,3.2034333333333334,1.4477678421676476,1.6710005606920033,1.9936270742924262
2008-12-09 20:00:00,3.9975666666666667,1.4477678421653584,1.9353906726511854,2.498784697915038
2008-12-09 21:00:00,1.5669333333333335,1.4477678421637459,1.7850187587208142,2.5013992670650023
2008-12-09 22:00:00,0.5667000000000001,1.44776784216261,1.1669385409852646,1.623264562797972
2008-12-09 23:00:00,0.2950333333333333,1.4477678421618096,0.4859589925555866,0.9198888632559613
2008-12-10 00:00:00,0.26953333333333335,1.4477678421612459,0.08516010177659317,0.5025675752588632
2008-12-10 01:00:00,0.3023666666666667,1.4477678421608489,-0.023486836012201695,0.5257730541988075
2008-12-10 02:00:00,0.2827,1.447767842160569,-0.10479323028897491,0.5889751600654793
2008-12-10 03:00:00,0.36910000000000004,1.4477678421603721,-0.1556184676879545,0.4571449537771828
2008-12-10 04:00:00,0.8751333333333332,1.4477678421602334,-0.13930350446474038,0.42584029293535874
2008-12-10 05:00:00,0.264,1.4477678421601357,-0.08453181915927488,0.49328422043327114
2008-12-10 06:00:00,0.8028333333333334,1.4477678421600668,0.4416676179726487,0.985643351669748
2008-12-10 07:00:00,2.4608,1.4477678421600184,1.7385153947034508,2.0887382321997503
2008-12-10 08:00:00,3.1737666666666664,1.4477678421599842,1.267031029608781,2.1503612488610853
2008-12-10 09:00:00,2.721433333333333,1.4477678421599602,1.0562669468837975,1.9787133604231335
2008-12-10 10:00:00,1.9188333333333332,1.4477678421599434,0.9237114622396837,1.6585464114067403
2008-12-10 11:00:00,1.7629,1.4477678421599314,0.8732107643868261,1.6373713798038552
2008-12-10 12:00:00,1.7283,1.447767842159923,0.8691470351710127,1.410974713443414
2008-12-10 13:00:00,1.5495333333333334,1.447767842159917,0.8766859416309919,1.3853053559863124
2008-12-10 14:00:00,1.9781000000000002,1.4477678421599127,0.7059744734174962,1.6714875062170127
